rel_path,size_bytes,row_count,column_order,raw_sha256,normalized_sha256,comparison_class
candidate_tracker/attempt_1/candidate_fundamental_bucket_reviews.csv,235,0,"[""episode_id"", ""symbol"", ""bucket_as_of"", ""business_bucket"", ""secondary_bucket_tags"", ""opportunity_label"", ""bucket_reason"", ""manual_review_flag"", ""watchlist_bucket"", ""final_watchlist_score"", ""prior_business_bucket"", ""bucket_changed"", ""final_watchlist_score_delta"", ""created_at""]",2b0884cbb2e60d12c6c56686fc17f85929b0cf8ba59056333a85fbe3f0e0d2d5,2b0884cbb2e60d12c6c56686fc17f85929b0cf8ba59056333a85fbe3f0e0d2d5,CONTENT
candidate_tracker/attempt_1/candidate_fundamental_reviews.csv,369,0,"[""episode_id"", ""symbol"", ""report_date"", ""available_at"", ""review_date"", ""quarterly_result_score"", ""quarterly_result_bucket"", ""result_score_delta"", ""sales_yoy_pct"", ""sales_yoy_delta"", ""operating_profit_yoy_pct"", ""operating_profit_yoy_delta"", ""profit_yoy_pct"", ""profit_yoy_delta"", ""opm_yoy_change_bps"", ""opm_yoy_change_delta_bps"", ""valuation_history_score"", ""valuation_history_score_delta"", ""fundamental_health_score"", ""created_at""]",39f710415e4bb1f6ee40afb60ef4f407396feab18ae7fd623037db6c786b860a,39f710415e4bb1f6ee40afb60ef4f407396feab18ae7fd623037db6c786b860a,CONTENT
candidate_tracker/attempt_1/candidate_tracker_alerts.csv,101,0,"[""alert_id"", ""episode_id"", ""symbol"", ""alert_date"", ""alert_type"", ""prior_status"", ""new_status"", ""severity"", ""message"", ""created_at""]",5011e0c3f8063db8b7a42633a0adcbdb3ee4b8a71d5f82719024de63051aea38,5011e0c3f8063db8b7a42633a0adcbdb3ee4b8a71d5f82719024de63051aea38,STRICT
candidate_tracker/attempt_1/candidate_tracker_current.csv,5837,20,"[""episode_id"", ""symbol"", ""first_seen_date"", ""last_seen_date"", ""latest_candidate_group"", ""latest_watchlist_bucket"", ""status"", ""tracking_health_score"", ""technical_health_score"", ""fundamental_health_score"", ""valuation_history_score"", ""close"", ""return_since_first_seen"", ""max_return_since_first_seen"", ""drawdown_from_tracking_high"", ""composite_score"", ""relative_strength"", ""sector_strength"", ""near_52w_high_pct"", ""close_above_sma50"", ""close_above_sma200"", ""stage2_flag"", ""quarterly_result_score"", ""quarterly_result_bucket"", ""result_score_delta"", ""sales_yoy_delta"", ""operating_profit_yoy_delta"", ""profit_yoy_delta"", ""opm_yoy_change_delta_bps"", ""valuation_history_score_delta"", ""business_bucket"", ""secondary_bucket_tags"", ""opportunity_label"", ""manual_review_flag"", ""final_watchlist_score"", ""business_bucket_changed"", ""final_watchlist_score_delta"", ""active""]",832fb3baa09a7fa736378fce4177bfe6cc3b62f024bc0a9262cb2a7f9aa15ee0,358ef035c46250575f1f3c5a612b301e9d84ec8aa0a9aac2645e03dd2b301349,STRICT
candidate_tracker/attempt_1/candidate_tracking_snapshots.csv,4484,20,"[""episode_id"", ""symbol"", ""snapshot_date"", ""close"", ""return_since_first_seen"", ""max_return_since_first_seen"", ""drawdown_from_tracking_high"", ""composite_score"", ""relative_strength"", ""sector_strength"", ""near_52w_high_pct"", ""close_above_sma50"", ""close_above_sma200"", ""stage2_flag"", ""technical_health_score"", ""fundamental_health_score"", ""valuation_history_score"", ""tracking_health_score"", ""status"", ""status_reasons"", ""created_at""]",b9b213cd9d1bcaa32c865a1f5981665eea71bc77e25d82b796de62f187ba5105,7eee142332c8a24eb5fd155d94d35199ea2ac265fcaee9d26188b1c5d60871c6,CONTENT
candidates/attempt_1/final_candidates.csv,6303,20,"[""symbol"", ""name"", ""industry_group"", ""composite_score"", ""breakout_score"", ""pattern_score"", ""fundamental_score"", ""fundamental_tier"", ""fundamental_trend_label"", ""quarterly_result_bucket"", ""valuation_history_bucket"", ""valuation_reason"", ""final_candidate_score"", ""candidate_group"", ""candidate_reason"", ""next_action""]",cc4cbec204aefc2fd6c3a4fcbd7d8b5c607fc5a182e8604deca642e09d8e3eac,d0095eb43843fbdd9d95e526687fdd481e16921843e6f5ec729213ce5444b7c6,STRICT
events/attempt_1/events_triggers.csv,48,0,"[""symbol"", ""trigger_type"", ""as_of_date"", ""trigger_strength""]",275a219157b3adfd8dfbd5e7577ac3dc7e09209246646c5eea1966eabd58e8eb,275a219157b3adfd8dfbd5e7577ac3dc7e09209246646c5eea1966eabd58e8eb,CONTENT
execute/attempt_1/executed_fills.csv,778,1,"[""fill_id"", ""order_id"", ""broker"", ""symbol_id"", ""quantity"", ""price"", ""filled_at"", ""side"", ""exchange"", ""broker_fill_id"", ""metadata""]",2068b807ca544d4eaad526a681ec05fa22ccb467bd84ef34b79329138bba388e,6795947ea30efb64268eb0a368ddcca1a65e12d3c331a2b2d6884213eaeb8ed2,CONTENT
execute/attempt_1/executed_orders.csv,757,1,"[""order_id"", ""broker"", ""symbol_id"", ""quantity"", ""side"", ""exchange"", ""order_type"", ""product_type"", ""validity"", ""status"", ""submitted_at"", ""updated_at"", ""correlation_id"", ""broker_order_id"", ""limit_price"", ""stop_price"", ""requested_price"", ""avg_fill_price"", ""filled_quantity"", ""metadata""]",77f0076be6bea3c39d1221f390c98c274e5ce0dbddb23dd9758667f4fea6c4af,b7cf1b35bd9597babc1e4f96af1b93c3b60096e46af5c055998be08dc4568984,CONTENT
execute/attempt_1/positions.csv,243,5,"[""symbol_id"", ""exchange"", ""quantity"", ""avg_entry_price"", ""last_fill_price""]",3d419c429ba5fc752aba2d3bed574f67982259030780b00f7b23d97c71bfdd98,a7a1805fbb8c517f44a633a7798a57ee8d46732e0a3daf4cd9f990598f111c64,STRICT
